read,run,write
0.006777524948120117,1.7621896266937256,0.010324954986572266
0.00605320930480957,0.006244182586669922,0.009462118148803711
0.0057027339935302734,0.005909442901611328,0.009885549545288086
0.0055429935455322266,0.005828380584716797,0.010164499282836914
0.005245208740234375,0.0059087276458740234,0.009917497634887695
0.005263566970825195,0.005835771560668945,0.009908437728881836
0.005360841751098633,0.0058820247650146484,0.010229349136352539
0.0051419734954833984,0.005815029144287109,0.009516000747680664
0.005629301071166992,0.005792379379272461,0.010287284851074219
0.005290031433105469,0.0057904720306396484,0.009725093841552734
0.005587339401245117,0.005827665328979492,0.010096311569213867
0.005365133285522461,0.005793094635009766,0.009744644165039062
0.005418062210083008,0.005897045135498047,0.010303974151611328
0.005370378494262695,0.00588226318359375,0.010271072387695312
0.005845069885253906,0.0059452056884765625,0.010725975036621094
0.005414485931396484,0.005780935287475586,0.009844064712524414
0.005303621292114258,0.005804777145385742,0.010241270065307617
0.005558013916015625,0.005794048309326172,0.01027059555053711
0.005402565002441406,0.0057830810546875,0.010131120681762695
0.005596637725830078,0.005801200866699219,0.010436773300170898
0.005217552185058594,0.005784273147583008,0.009455680847167969
0.005305051803588867,0.005780220031738281,0.009789228439331055
0.005728483200073242,0.0057849884033203125,0.01032400131225586
0.005112171173095703,0.005790233612060547,0.009359359741210938
0.005577564239501953,0.0057849884033203125,0.010152101516723633
0.005415439605712891,0.00579071044921875,0.010144710540771484
0.005773782730102539,0.0057866573333740234,0.010488748550415039
0.005604982376098633,0.005888223648071289,0.010558366775512695
0.005361795425415039,0.005795478820800781,0.010010719299316406
0.0052776336669921875,0.005886077880859375,0.009873628616333008
0.005469799041748047,0.005777120590209961,0.009945392608642578
0.005308389663696289,0.005905866622924805,0.01022958755493164
0.0054988861083984375,0.005788326263427734,0.010114431381225586
0.0054476261138916016,0.0059490203857421875,0.010201454162597656
0.005441427230834961,0.005804300308227539,0.010221481323242188
0.005841493606567383,0.0057811737060546875,0.010524749755859375
0.005369424819946289,0.005783796310424805,0.009858131408691406
0.005258798599243164,0.0058171749114990234,0.009789705276489258
0.005240201950073242,0.005774974822998047,0.009694814682006836
0.005349397659301758,0.005865335464477539,0.010354757308959961
0.00518798828125,0.005849123001098633,0.009472370147705078
0.005378007888793945,0.0057773590087890625,0.010303735733032227
0.005530834197998047,0.0057866573333740234,0.010143280029296875
0.005357027053833008,0.0058460235595703125,0.010017871856689453
0.0053863525390625,0.005774974822998047,0.009992122650146484
0.0053141117095947266,0.0058290958404541016,0.00962686538696289
0.005179882049560547,0.005864858627319336,0.009996175765991211
0.0059833526611328125,0.00588226318359375,0.01116323471069336
0.005545377731323242,0.005776166915893555,0.010040044784545898
0.005322933197021484,0.005777120590209961,0.009921073913574219
0.005527973175048828,0.005818843841552734,0.010136842727661133
0.005425453186035156,0.005780220031738281,0.01002645492553711
0.0054473876953125,0.0057947635650634766,0.00983881950378418
0.0053327083587646484,0.00577998161315918,0.009768486022949219
0.005266904830932617,0.005777835845947266,0.009840965270996094
0.005620002746582031,0.005774736404418945,0.010420560836791992
0.005178213119506836,0.005815744400024414,0.009737014770507812
0.0053675174713134766,0.005820035934448242,0.00958871841430664
0.005815744400024414,0.005776405334472656,0.010525703430175781
0.004940986633300781,0.005786418914794922,0.00926351547241211
0.0054912567138671875,0.005785942077636719,0.010090827941894531
0.00551915168762207,0.005781650543212891,0.009999990463256836
0.005271196365356445,0.005787372589111328,0.009827613830566406
0.005278825759887695,0.00578618049621582,0.009665727615356445
0.005172014236450195,0.0057871341705322266,0.009630680084228516
0.005360603332519531,0.005779266357421875,0.009999752044677734
0.005522489547729492,0.005765438079833984,0.010249137878417969
0.005689382553100586,0.0058689117431640625,0.010834932327270508
0.00540924072265625,0.005774497985839844,0.009826898574829102
0.005448341369628906,0.005957841873168945,0.010519027709960938
0.0055389404296875,0.005774974822998047,0.010105371475219727
0.005218029022216797,0.005759716033935547,0.009696483612060547
