read,run,write
0.0065615177154541016,1.9402906894683838,0.010431289672851562
0.006049394607543945,0.012897491455078125,0.009768009185791016
0.005410432815551758,0.012778043746948242,0.009884834289550781
0.005499601364135742,0.01275491714477539,0.010175228118896484
0.005274534225463867,0.01289987564086914,0.009981155395507812
0.00529789924621582,0.012746095657348633,0.00995945930480957
0.005373954772949219,0.01287698745727539,0.010488748550415039
0.00516963005065918,0.01288604736328125,0.009751558303833008
0.0056536197662353516,0.012902021408081055,0.010673284530639648
0.0052869319915771484,0.012803316116333008,0.009729862213134766
0.005588054656982422,0.012773752212524414,0.010092735290527344
0.00539088249206543,0.01273345947265625,0.009762048721313477
0.00545811653137207,0.012778997421264648,0.010138511657714844
0.005400896072387695,0.012750864028930664,0.009915828704833984
0.0058689117431640625,0.012859821319580078,0.01075434684753418
0.005433797836303711,0.012755870819091797,0.009907245635986328
0.005342960357666016,0.012754678726196289,0.009917020797729492
0.005579710006713867,0.01273488998413086,0.010271072387695312
0.005429267883300781,0.012899160385131836,0.010463714599609375
0.00563812255859375,0.012848377227783203,0.01049494743347168
0.005208015441894531,0.012761354446411133,0.009498834609985352
0.005303144454956055,0.01274418830871582,0.009757518768310547
0.005769968032836914,0.012752294540405273,0.010317087173461914
0.005163908004760742,0.012753009796142578,0.009365558624267578
0.005658864974975586,0.012890100479125977,0.010483503341674805
0.005408048629760742,0.012750625610351562,0.010062456130981445
0.005812168121337891,0.012762308120727539,0.010528087615966797
0.005640506744384766,0.012837648391723633,0.010713338851928711
0.005400896072387695,0.01278066635131836,0.00997161865234375
0.0053250789642333984,0.012857913970947266,0.009945869445800781
0.005499362945556641,0.012796401977539062,0.009917736053466797
0.005334138870239258,0.012748479843139648,0.00994420051574707
0.005576133728027344,0.01276540756225586,0.010075807571411133
0.005520820617675781,0.012744903564453125,0.009883642196655273
0.005438327789306641,0.012769460678100586,0.009991645812988281
0.00590825080871582,0.012746810913085938,0.0105438232421875
0.005401134490966797,0.012778520584106445,0.009901046752929688
0.005284786224365234,0.012747764587402344,0.009781599044799805
0.005269289016723633,0.012773990631103516,0.009714841842651367
0.005388498306274414,0.012755632400512695,0.010062456130981445
0.005253791809082031,0.01285862922668457,0.009872674942016602
0.005408287048339844,0.012739419937133789,0.010045766830444336
0.005521059036254883,0.012767791748046875,0.010113000869750977
0.005377054214477539,0.012756824493408203,0.01003575325012207
