img,class,conf,class-name,read,run,write
875,0,0.91,person,0.006,0.030,0.011
876,0,0.92,person,0.006,0.031,0.011
877,0,0.91,person,0.006,0.031,0.011
878,0,0.94,person,0.005,0.030,0.010
879,0,0.92,person,0.006,0.029,0.011
88,0,0.92,person,0.006,0.030,0.011
880,0,0.92,person,0.006,0.031,0.011
881,0,0.94,person,0.006,0.031,0.011
882,0,0.94,person,0.007,0.030,0.012
883,0,0.91,person,0.006,0.030,0.010
884,0;13,0.94;0.50,person;bench,0.006,0.029,0.012
885,0,0.93,person,0.006,0.029,0.011
886,0,0.94,person,0.006,0.031,0.011
887,0,0.93,person,0.006,0.030,0.011
888,0;2,0.94;0.70,person;car,0.006,0.030,0.011
889,0,0.94,person,0.006,0.030,0.011
89,0,0.92,person,0.006,0.029,0.010
890,0,0.93,person,0.006,0.030,0.011
891,0;13,0.90;0.75,person;bench,0.006,0.031,0.011
892,0,0.94,person,0.006,0.030,0.011
893,0,0.95,person,0.006,0.030,0.011
894,0,0.93,person,0.006,0.030,0.011
895,0,0.92,person,0.006,0.029,0.011
896,0,0.93,person,0.006,0.030,0.011
897,0,0.92,person,0.006,0.030,0.011
898,0,0.91,person,0.006,0.030,0.011
899,0;7,0.92;0.74,person;truck,0.005,0.030,0.011
9,0,0.93,person,0.006,0.029,0.011
90,0,0.92,person,0.006,0.030,0.011
900,0,0.94,person,0.006,0.030,0.011
901,0,0.92,person,0.006,0.030,0.011
902,0;58,0.88;0.80,person;potted plant,0.006,0.030,0.011
903,0;0,0.94;0.60,person;person,0.006,0.030,0.011
904,0,0.93,person,0.006,0.029,0.011
905,0,0.92,person,0.006,0.031,0.011
906,0,0.94,person,0.006,0.031,0.011
907,0,0.92,person,0.006,0.030,0.011
908,0,0.89,person,0.006,0.030,0.011
909,0,0.94,person,0.006,0.029,0.011
91,0,0.93,person,0.006,0.030,0.010
910,0,0.92,person,0.006,0.031,0.011
911,0,0.91,person,0.006,0.030,0.011
912,0,0.94,person,0.005,0.030,0.010
913,0;58,0.90;0.67,person;potted plant,0.006,0.030,0.011
914,0,0.95,person,0.006,0.030,0.011
915,0;58,0.94;0.57,person;potted plant,0.006,0.031,0.012
916,0,0.91,person,0.006,0.030,0.010
917,0,0.94,person,0.006,0.030,0.011
918,0,0.94,person,0.006,0.029,0.011
919,0;7,0.91;0.67,person;truck,0.006,0.030,0.011
92,0,0.93,person,0.005,0.031,0.010
920,0;2,0.92;0.77,person;car,0.006,0.031,0.011
921,0,0.93,person,0.006,0.030,0.011
922,0;7,0.92;0.81,person;truck,0.005,0.030,0.011
923,0;2,0.94;0.88,person;car,0.006,0.030,0.011
924,0,0.93,person,0.006,0.030,0.010
925,0,0.93,person,0.006,0.030,0.011
926,0,0.91,person,0.006,0.029,0.010
927,0,0.90,person,0.006,0.030,0.012
928,0,0.93,person,0.006,0.030,0.010
929,0,0.85,person,0.005,0.030,0.010
93,0,0.93,person,0.006,0.031,0.011
930,0,0.92,person,0.005,0.029,0.010
931,0,0.94,person,0.006,0.031,0.011
932,0,0.90,person,0.006,0.030,0.011
933,0,0.93,person,0.006,0.030,0.011
934,0,0.94,person,0.006,0.030,0.011
935,0,0.92,person,0.006,0.029,0.011
936,0,0.92,person,0.006,0.030,0.011
937,0,0.94,person,0.006,0.030,0.011
938,0,0.93,person,0.006,0.030,0.010
939,0,0.94,person,0.006,0.030,0.011
94,0,0.93,person,0.006,0.029,0.010
940,0;2,0.93;0.53,person;car,0.006,0.031,0.011
941,0,0.93,person,0.006,0.030,0.011
942,0,0.93,person,0.006,0.030,0.011
943,0,0.93,person,0.006,0.030,0.011
944,0,0.90,person,0.006,0.029,0.011
945,0;7,0.93;0.86,person;truck,0.006,0.031,0.011
946,0,0.91,person,0.006,0.030,0.010
947,0,0.93,person,0.006,0.030,0.011
948,0,0.94,person,0.006,0.030,0.011
949,0,0.95,person,0.006,0.029,0.011
95,0,0.91,person,0.006,0.031,0.011
950,0,0.95,person,0.006,0.030,0.011
951,0,0.90,person,0.006,0.030,0.011
952,0,0.91,person,0.006,0.030,0.011
953,0,0.93,person,0.006,0.030,0.011
954,0,0.92,person,0.009,0.031,0.011
955,0;13,0.94;0.69,person;bench,0.006,0.029,0.011
956,0,0.93,person,0.005,0.030,0.010
957,0;7,0.93;0.78,person;truck,0.006,0.031,0.011
958,0,0.93,person,0.006,0.030,0.011
959,0,0.92,person,0.006,0.029,0.011
96,0,0.90,person,0.006,0.030,0.011
960,0,0.91,person,0.005,0.030,0.010
961,0,0.93,person,0.006,0.030,0.011
962,0,0.90,person,0.006,0.030,0.011
963,0,0.94,person,0.006,0.030,0.011
964,0,0.92,person,0.006,0.030,0.011
965,0,0.93,person,0.006,0.030,0.011
966,0,0.91,person,0.005,0.030,0.010
967,0,0.93,person,0.006,0.029,0.011
968,0,0.94,person,0.006,0.031,0.011
969,0,0.92,person,0.006,0.030,0.011
97,0,0.92,person,0.006,0.030,0.011
970,0,0.94,person,0.006,0.030,0.011
971,0;24,0.91;0.63,person;backpack,0.006,0.029,0.011
972,0,0.90,person,0.007,0.030,0.012
973,0,0.92,person,0.006,0.030,0.011
974,0,0.88,person,0.006,0.030,0.010
975,0,0.94,person,0.006,0.030,0.011
976,0,0.93,person,0.006,0.029,0.011
977,0,0.91,person,0.006,0.030,0.011
978,0,0.93,person,0.005,0.030,0.010
979,0,0.93,person,0.006,0.030,0.011
98,0,0.94,person,0.006,0.030,0.011
980,0;7,0.94;0.86,person;truck,0.006,0.029,0.011
981,0,0.94,person,0.006,0.031,0.011
982,0,0.92,person,0.006,0.030,0.011
983,0,0.93,person,0.006,0.030,0.011
984,0,0.93,person,0.006,0.030,0.011
985,0,0.93,person,0.006,0.029,0.011
986,0,0.93,person,0.006,0.031,0.010
987,0;13,0.94;0.54,person;bench,0.006,0.030,0.012
988,0,0.86,person,0.006,0.030,0.011
989,0,0.91,person,0.006,0.030,0.010
99,0,0.94,person,0.006,0.029,0.011
990,0,0.94,person,0.006,0.030,0.010
991,0,0.92,person,0.006,0.030,0.010
992,0,0.93,person,0.006,0.030,0.010
993,0,0.94,person,0.006,0.030,0.011
994,0,0.94,person,0.006,0.029,0.011
995,0,0.93,person,0.006,0.030,0.010
996,0,0.89,person,0.006,0.030,0.011
997,0,0.93,person,0.006,0.030,0.011
998,0;7,0.92;0.66,person;truck,0.005,0.030,0.011
999,0,0.91,person,0.005,0.030,0.010
